timestamp,name,utilization.gpu,memory.used,memory.total
2026/04/24 01:52:23.160, NVIDIA TITAN RTX, 36, 12505, 24576
2026/04/24 01:52:24.161, NVIDIA TITAN RTX, 37, 12505, 24576
2026/04/24 01:52:25.162, NVIDIA TITAN RTX, 37, 12505, 24576
2026/04/24 01:52:26.164, NVIDIA TITAN RTX, 36, 12505, 24576
2026/04/24 01:52:27.166, NVIDIA TITAN RTX, 37, 12505, 24576
2026/04/24 01:52:28.167, NVIDIA TITAN RTX, 36, 12505, 24576
2026/04/24 01:52:29.168, NVIDIA TITAN RTX, 36, 12505, 24576
2026/04/24 01:52:30.169, NVIDIA TITAN RTX, 37, 12505, 24576
2026/04/24 01:52:31.170, NVIDIA TITAN RTX, 37, 12505, 24576
2026/04/24 01:52:32.171, NVIDIA TITAN RTX, 37, 12505, 24576
2026/04/24 01:52:33.173, NVIDIA TITAN RTX, 37, 12505, 24576
2026/04/24 01:52:34.174, NVIDIA TITAN RTX, 37, 12505, 24576
2026/04/24 01:52:35.175, NVIDIA TITAN RTX, 36, 12505, 24576
2026/04/24 01:52:36.176, NVIDIA TITAN RTX, 36, 12505, 24576
2026/04/24 01:52:37.177, NVIDIA TITAN RTX, 36, 12505, 24576
2026/04/24 01:52:38.179, NVIDIA TITAN RTX, 36, 12505, 24576
2026/04/24 01:52:39.180, NVIDIA TITAN RTX, 36, 12505, 24576
2026/04/24 01:52:40.181, NVIDIA TITAN RTX, 37, 12505, 24576
2026/04/24 01:52:41.182, NVIDIA TITAN RTX, 37, 12505, 24576
2026/04/24 01:52:42.184, NVIDIA TITAN RTX, 37, 12505, 24576
2026/04/24 01:52:43.185, NVIDIA TITAN RTX, 37, 12505, 24576
2026/04/24 01:52:44.186, NVIDIA TITAN RTX, 37, 12505, 24576
2026/04/24 01:52:45.187, NVIDIA TITAN RTX, 37, 12505, 24576
2026/04/24 01:52:46.189, NVIDIA TITAN RTX, 37, 12505, 24576
2026/04/24 01:52:47.191, NVIDIA TITAN RTX, 37, 12505, 24576
2026/04/24 01:52:48.192, NVIDIA TITAN RTX, 37, 12505, 24576
2026/04/24 01:52:49.193, NVIDIA TITAN RTX, 37, 12505, 24576
2026/04/24 01:52:50.195, NVIDIA TITAN RTX, 37, 12505, 24576
2026/04/24 01:52:51.196, NVIDIA TITAN RTX, 37, 12505, 24576
2026/04/24 01:52:52.197, NVIDIA TITAN RTX, 37, 12505, 24576
2026/04/24 01:52:53.198, NVIDIA TITAN RTX, 37, 12505, 24576
2026/04/24 01:52:54.200, NVIDIA TITAN RTX, 37, 12505, 24576
2026/04/24 01:52:55.202, NVIDIA TITAN RTX, 37, 12505, 24576
2026/04/24 01:52:56.203, NVIDIA TITAN RTX, 37, 12505, 24576
2026/04/24 01:52:57.204, NVIDIA TITAN RTX, 37, 12505, 24576
2026/04/24 01:52:58.206, NVIDIA TITAN RTX, 37, 12505, 24576
2026/04/24 01:52:59.207, NVIDIA TITAN RTX, 37, 12505, 24576
2026/04/24 01:53:00.208, NVIDIA TITAN RTX, 88, 12505, 24576
2026/04/24 01:53:01.209, NVIDIA TITAN RTX, 27, 12505, 24576
2026/04/24 01:53:02.210, NVIDIA TITAN RTX, 27, 12505, 24576
2026/04/24 01:53:03.211, NVIDIA TITAN RTX, 34, 12505, 24576
2026/04/24 01:53:04.212, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:05.213, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:06.215, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:07.216, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:08.218, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:09.219, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:10.220, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:11.222, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:12.223, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:13.225, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:14.226, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:15.227, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:16.228, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:17.230, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:18.231, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:19.232, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:20.233, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:21.235, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:22.236, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:23.237, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:24.238, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:25.239, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:26.240, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:27.241, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:28.243, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:29.244, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:30.245, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:31.246, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:32.247, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:33.249, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:34.250, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:35.251, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:36.252, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:37.254, NVIDIA TITAN RTX, 35, 12505, 24576
